Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
China,Wuhan,11,0.2079,Observational,35,Subgroup,No AGI,Positive only,Survivors only,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,10,7,15,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,6.4,11.3,0.85,0.62,1.12,,,,,,,,,,,,,,,,,,,,,,82.7,,,0.17,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,30,,0,
China,Wuhan,30,0.2079,Observational,35,Subgroup,AGI I,Positive only,Both,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,10,6,14.3,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,7.2,11.8,0.66,0.43,0.82,,,,,,,,,,,,,,,,,,,,,,72.3,,,0.19,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,1,,,,13.5,,0.47,
China,Wuhan,35,0.2079,Observational,35,Subgroup,AGI II,Positive only,Both,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,10,7,15,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,8.1,15.1,0.51,0.38,0.76,,,,,,,,,,,,,,,,,,,,,,99.8,,,0.29,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,,,,,,,,1,,,,18,,0.54,
China,Wuhan,7,0.2079,Observational,35,Subgroup,AGI III-IV,Positive only,Both,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,15,10,21,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,12.9,25.5,0.59,0.37,0.85,,,,,,,,,,,,,,,,,,,,,,120.4,,,0.41,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714,,,,,,,,1,,,,19,,1,
China,Wuhan,2,0.427,Observational,40,Top-level,General,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Mild only,,60,60,,,,,0.5,0,0,1,0,0,,,,,,,,12.5,12.5,10,15,0,,,,0.5,0,0,0,0,0,,,0,0.5,1,,,0,0.5,,,,,,,0,0,,,,0,,,1,,,1,6.78,6.6,5.95,1.7,1.21,2.19,,,222,,,4.26,3.61,4.91,137,137,137,,40.15,24,,,,,,84.4,,,,2.3,,90,11.8,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,27.5,,0,0
China,Wuhan,1,0.4382,Observational,40,Subgroup,Patient 1,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Mild only,,45,45,,45,45,,1,0,0,1,0,0,,,,,,,,15,15,15,15,0,,,,0,0,0,0,0,0,,,0,0,1,,,0,0,,,,,,,0,0,,,,0,,,1,,,1,6.6,6.6,6.6,2.19,2.19,2.19,,,222,,,3.61,3.61,3.61,137,137,137,,41.9,24,,,,,,79,,,,2.3,,90,11.8,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,39,,0,0
China,Wuhan,1,0.3876,Observational,16,Subgroup,Patient 2,Positive only,Survivors only,Discharged only,Yes,ΝΑ,Mild only,,75,75,,75,75,,0,0,0,1,0,0,,,,,,,,10,10,10,10,0,,,,1,0,0,0,0,0,,,0,1,1,,,0,1,,,,,,,0,0,,,,0,,,1,,,1,6.95,6.95,6.95,1.21,1.21,1.21,,,,,,4.91,4.91,4.91,,,,,38.4,,,,,,,89.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,16,,0,0
China,Wuhan,377,0.3034,Observational,58,Top-level,Extrapolated top-level stats,Positive and Negative/Unconfirmed,Both,Both,No,ΝΑ,All,,53.71,53.71,,38.23,69.2,,0.4509,0,0,1,0,0,,,,7.69,,3.14,12.24,,,,,,,,,,0.3523,0.223,0.0557,,,,,,,,,,,,,,,,,,,,,,,,,,0.6897,0.3103,,,5.05,3.95,6.71,1.01,0.77,1.35,,,,,,3.59,2.58,5.12,,,,,38.55,20.32,23,,,,4.37,64.68,,23.19,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,171,0.3034,Observational,58,Subgroup,Non-severe (Train),Positive and Negative/Unconfirmed,Both,Both,No,ΝΑ,All,,49.05,49.05,,32.44,65.66,,0.386,0,0,1,0,0,,,,7.61,,2.89,12.33,,,,,,,,,,0.2329,0.17,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,5.13,3.78,6.42,1.12,0.89,1.54,,,,,,3.25,2.32,4.55,,,,,39.74,19.6,20,,,,3.78,59.3,,8.5,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,79,0.3034,Observational,58,Subgroup,Severe (Train),Positive and Negative/Unconfirmed,Both,Both,No,ΝΑ,All,,65.23,65.23,,50.23,80.23,,0.5696,0,0,1,0,0,,,,7.15,,3.32,10.98,,,,,,,,,,0.6203,0.3671,0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,5.51,4,7.3,0.66,0.46,0.95,,,,,,4.24,3.01,6.31,,,,,35.84,23.7,31.6,,,,5.58,72.1,,61,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,89,0.3034,Observational,58,Subgroup,Non-severe (Test),Positive and Negative/Unconfirmed,Both,Both,No,ΝΑ,All,,47,47,,31.71,62.29,,0.4045,0,0,1,0,0,,,,8.24,,3.45,13.03,,,,,,,,,,0.2584,0.1461,0.0337,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,5.2,3.99,6.3,1.22,0.91,1.51,,,,,,3.4,2.36,4.41,,,,,40.07,17.3,19,,,,3.92,64.8,,7.4,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,38,0.3034,Observational,58,Subgroup,Severe (Test),Positive and Negative/Unconfirmed,Both,Both,No,ΝΑ,All,,66.47,66.47,,54.57,78.37,,0.6053,0,0,1,0,0,,,,7.89,,3.14,12.64,,,,,,,,,,0.5526,0.3421,0.1579,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,3.43,4.47,7.76,0.72,0.5,0.97,,,,,,4.24,3.4,6.83,,,,,35.22,23.6,27.95,,,,5.6,73.2,,47.7,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,323,0.4438,Observational,63,Top-level,General,Positive only,Both,Both,Yes,ΝΑ,All,,61,,,23,91,0.028,0.514,0,0,1,0,0,,,,,,,,,9,1,60,0.118,0.111,,,,0.325,0.146,0.127,0.019,0.015,0.015,0.127,0.022,0.09,0.839,,,,0.508,0.043,0.009,,,,,,0.003,,,0.003,0.009,,,0.47,0.45,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,0.712,0.087,0,0.697,,0.0433,0.644,0,0.607,0,,,,0.325,0.105,,0.223,0.068,0,,0.04,0.31,0.04,,,0.133,,,0.074,0.053,,,,1,,0.78,,,,0.11,0.12
China,Wuhan,151,0.427,Observational,63,Subgroup,Non-severe,Positive only,Both,Both,Yes,ΝΑ,Mild only,,56,,,23,89,0.046,0.497,0,0,1,0,0,,,,,,,,,8.5,1,30,0.079,0.119,,,,0.258,0.093,0.053,0,0,0.02,0.053,0.026,0.053,0.861,,,,0.49,0.04,0.02,,,,,,0,,,0.007,0,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947,0.748,0,0,0.772,,0,0.656,0,0.576,0,,,,0.192,0.013,,0.172,0.053,0,,0.007,0.086,0.007,,,0.026,,,0.013,0.013,,,,1,,,,,,,
China,Wuhan,146,0.427,Observational,63,Subgroup,Severe,Positive only,Both,Both,Yes,ΝΑ,Severe/Critical Only,,64,,,23,87,0.014,0.527,0,0,1,0,0,,,,,,,,,10,1,60,0.151,0.082,,,,0.384,0.151,0.151,0.034,0.027,0.014,0.151,0.021,0.103,0.829,,,,0.527,0.041,0,,,,,,0,,,0,0.014,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938,0.678,0,0,0.664,,0,0.651,0,0.589,0,,,,0.411,0.089,,0.288,0.055,0,,0.027,0.445,0.027,,,0.158,,,0.062,0.034,,,,1,,,,,,,
China,Wuhan,26,0.427,Observational,63,Subgroup,Critical,Positive only,Both,Both,Yes,ΝΑ,Severe/Critical Only,,70,,,44,91,0,0.538,0,0,1,0,0,,,,,,,,,8.5,2,20,0.154,0.231,,,,0.385,0.423,0.423,0.038,0.038,0,0.42,0,0.231,0.769,,,,0.5,0.077,0,,,,,,0.038,,,0,0.038,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923,0.692,1,0,0.731,,0.538,0.538,0,0.885,0,,,,0.615,0.731,,0.154,0.231,0,,0.308,0.846,0.308,,,0.615,,,0.5,0.385,,,,1,,,,,,,
China,Wuhan,187,0.3652,Observational,29,Top-level,General,Positive only,Both,Both,Yes,ΝΑ,All,Both,58.5,58.5,14.66,,,,0.487,0,0,1,0,0,,,,,,,,,,,,0.096,,,,,0.326,0.15,0.112,0.021,0.07,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,4.9,3.8,7.4,0.8,0.6,1.1,,,,,,3.7,2.4,6.1,,,,,,23,21,,,,,61,,,,,0.08,0.43,12.8,0.979,0.888,,,,,,,,0.567,0.112,,,,0.241,,,,,,,,,0.246,,0.059,,0.154,0.341,,0.146,,,,1,,0.77,,16.63,,0.23,0.23
China,Wuhan,135,0.3652,Observational,29,Subgroup,TnT level normal,Positive only,Both,Both,Yes,ΝΑ,All,Both,53.53,53.53,13.22,,,,0.422,0,0,1,0,0,,,,,,,,,,,,0.081,,,,,0.207,0.089,0.03,0,0.052,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.7,6.1,0.84,0.63,1.13,,,,,,3.1,2.4,4.9,,,,,,23,29,,,,,55.7,,,,,0.05,0.29,12.4,0.97,0.889,,,,,,,,0.511,0.104,,,,0.104,,,,,,,,,0.119,,0.015,,0.165,0.2,,0.047,,,,1,,0.91,,17.27,,0.09,0.09
China,Wuhan,52,0.3652,Observational,29,Subgroup,TnT level elevated,Positive only,Both,Both,Yes,ΝΑ,All,Both,71.4,71.4,9.43,,,,0.654,0,0,1,0,0,,,,,,,,,,,,0.135,,,,,0.635,0.308,0.327,0.077,0.115,,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,7.4,4.9,11.6,0.69,0.34,1.01,,,,,,6,3.5,10.1,,,,,,28.5,39.5,,,,,69.8,,,,,0.21,3.85,13.3,1,0.885,,,,,,,,0.712,0.135,,,,0.596,,,,,,,,,0.577,,0.173,,0.132,0.658,,0.368,,,,1,,0.4,,14.94,,0.6,0.6
China,Wuhan,416,0.4888,Observational,21,Top-level,General,Positive only,Both,Both,Yes,ΝΑ,All,,64,,,21,95,,0.493,0,0,1,0,0,,,,,,,,,10,1,30,,,,,,0.305,0.144,0.106,0.029,0.022,0.01,0.053,0.034,0.053,0.803,,,,0.346,0.281,0.022,0.055,0.046,0.132,,0.038,,,0.029,,0.034,,,,,,1,5.8,4.3,8.3,0.9,0.6,1.3,,,207,153,265,,,,124,11.1,13.4,,36,28,30,,,,,59.2,,45,,,0.07,,,0.565,0.969,,,,,,,,0.731,0.623,0.76,,0.76,0.123,0.077,,0.005,,,,,,0.233,,,,,0.029,,0.019,,0.065,,1,,0.1,,,,0.14,0.59
China,Wuhan,82,0.4888,Observational,21,Subgroup,With Cardiac Injury,Positive only,Both,Both,Yes,ΝΑ,All,,74,,,34,95,,0.537,0,0,1,0,0,,,,,,,,,10,1,30,,,,,,0.598,0.244,0.293,0.073,0.085,0.024,0.159,0.061,0.159,0.768,,,,0.341,0.317,0.024,0.037,0.061,0.183,,0.012,,,0.049,,0.134,,,,,,1,9.4,6.9,13.8,0.6,0.4,0.9,,,172,111,215,,,,125,10.8,13.2,,32,29,40,,,,,101.7,,102,,,0.27,,,0.829,1,,,,,,,,0.878,0.829,0.317,,0.317,0.463,0.22,,0.024,,,,,,0.585,,,,,0.073,,0.085,,0.134,,1,,0.02,,,,0.51,0.96
China,Wuhan,334,0.4888,Observational,21,Subgroup,Without Cardiac Injury,Positive only,Both,Both,Yes,ΝΑ,All,,60,,,21,90,,0.482,0,0,1,0,0,,,,,,,,,10,1,28,,,,,,0.234,0.02,0.06,0.018,0.006,0.006,0.027,0.027,0.027,0.811,,,,0.347,0.272,0.021,0.06,0.042,0.12,,0.045,,,0.024,,0.009,,,,,,1,5.5,4.2,7.4,1,0.8,1.4,,,216,165,273,,,,124,11.2,13.5,,37,28,29,,,,,56.6,,37,,,0.06,,,0.5,0.961,,,,,,,,0.695,0.572,0.868,,0.868,0.039,0.042,,0,,,,,,0.147,,,,,0.018,,0.003,,0.048,,1,,0.23,,,,0.05,0.16
China,Wuhan,173,0.2247,Observational,29,Top-level,General,Positive only,Both,Both,No,ΝΑ,All,,48,,,35,61,,0.49,0,0,1,0,0,,0.728,,,,,,,,,,,,,,0.24,0.12,0.064,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,0.815,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.36,,,,0.01,0.03
China,Wuhan,141,0.2303,Observational,29,Subgroup,Non-critical,Positive only,Both,Both,No,ΝΑ,Mild only,Non-ventilation only,41,,,33,56,,0.45,0,0,1,0,0,,0.714,,,,,,,,,,,,,,0.18,0.078,0.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,0.38,,,,0,0
China,Wuhan,32,0.2303,Observational,29,Subgroup,Critical,Positive only,Both,Both,No,ΝΑ,Severe/Critical Only,Ventilation only,64,,,58,66,,0.66,0,0,1,0,0,,0.781,,,,,,,,,,,,,,0.47,0.28,0.16,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,0.25,,,,0.06,0.2
China,Guangzhou,10,0.4326,Observational,37,Top-level,General,Positive only,Both,Both,No,ΝΑ,All,,7.543,7.543,,2.1675,13.3975,0,0.6,0,0,1,0,0,1,0.7,0.3,,,,,,,,,0,0,,,,,,,,,,,,,0.7,,38.5,,0.5,,,,,,,0.3,,,0.5,,,,,,,,100,7.8,4.7,8.8,1.75,1.35,4.73,,,286,229,301,2.76,1.97,6.48,124,115,137,,45.1,17,23,3.8,3.3,5.9,3.61,29,103,1.14,,15.34,0.11,320,13.61,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0.4,,20,,0,0
China,Guangzhou,1,0.4326,Observational,37,Subgroup,Patient 1,Positive only,Both,Both,No,ΝΑ,All,,6.17,6.17,,6.17,6.17,0,1,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,39.1,,1,,,,,,,1,,,0,,,,,,,,100,12,12,12,1.35,1.35,1.35,,,229,229,229,9.24,9.24,9.24,115,115,115,,44.6,20,33,3.5,3.5,3.5,3.5,29,117,2.43,,8.62,0.1,410,13.5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,28,,0,0
China,Guangzhou,1,0.4326,Observational,37,Subgroup,Patient 2,Positive only,Both,Both,No,ΝΑ,All,,12.58,12.58,,12.58,12.58,0,0,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,39.2,,0,,,,,,,0,,,1,,,,,,,,100,4.6,4.6,4.6,0.89,0.89,0.89,,,173,173,173,3.21,3.21,3.21,124,124,124,,47.9,6,17,5.9,5.9,5.9,2.4,49,64,0.31,,14.25,0.13,280,14.4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,10,,0,0
China,Guangzhou,1,0.4326,Observational,37,Subgroup,Patient 3,Positive only,Both,Both,No,ΝΑ,All,,7.08,7.08,,7.08,7.08,0,0,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,38.4,,1,,,,,,,1,,,1,,,,,,,,100,7.9,7.9,7.9,0.65,0.65,0.65,,,301,301,301,6.48,6.48,6.48,116,116,116,,39.8,11,23,2.6,2.6,2.6,2.5,29,71,16.13,,60.09,0.12,330,13.1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,23,,0,0
China,Guangzhou,1,0.427,Observational,37,Subgroup,Patient 4,Positive only,Both,Both,No,ΝΑ,All,,13.75,13.75,,13.75,13.75,0,1,0,0,1,0,0,1,0,1,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,0,,,,,,,,100,4.7,4.7,4.7,2.17,2.17,2.17,,,141,141,141,1.97,1.97,1.97,145,145,145,,44.5,11,16,8.7,8.7,8.7,3.61,55,64,0.3,,14.4,0.08,260,15.3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,9,,0,0
China,Guangzhou,1,0.4326,Observational,37,Subgroup,Patient 5,Positive only,Both,Both,No,ΝΑ,All,,1.17,1.17,,1.17,1.17,0,1,0,0,1,0,0,1,0,1,,,,,,,,,0,0,,,,,,,,,,,,,1,,37.8,,0,,,,,,,0,,,0,,,,,,,,100,7.8,7.8,7.8,6.19,6.19,6.19,,,363,363,363,1.08,1.08,1.08,115,115,115,,45.1,31,62,2.8,2.8,2.8,3.2,22,278,1.14,,8.47,0.08,320,12.1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,23,,0,0
China,Guangzhou,1,0.427,Observational,37,Subgroup,Patient 6,Positive only,Both,Both,No,ΝΑ,All,,3.42,3.42,,3.42,3.42,0,1,0,0,1,0,0,1,0,1,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,1,,,,,,,,100,8.8,8.8,8.8,4.73,4.73,4.73,,,286,286,286,2.76,2.76,2.76,135,135,135,,46,21,36,3.3,3.3,3.3,4.6,29,75,0.3,,8.93,0.08,240,13.3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,21,,0,0
China,Guangzhou,1,0.427,Observational,37,Subgroup,Patient 7,Positive only,Both,Both,No,ΝΑ,All,,15.67,15.67,,15.67,15.67,0,0,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,38.5,,0,,,,,,,0,,,0,,,,,,,,100,4,4,4,1.66,1.66,1.66,,,291,291,291,1.99,1.99,1.99,137,137,137,,48.3,14,20,3.8,3.8,3.8,4.8,50,113,11.86,,4.46,0.08,230,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,8,,0,0
China,Guangzhou,1,0.427,Observational,37,Subgroup,Patient 8,Positive only,Both,Both,No,ΝΑ,All,,13.67,13.67,,13.67,13.67,0,1,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,38.5,,1,,,,,,,0,,,1,,,,,,,,100,7.8,7.8,7.8,1.75,1.75,1.75,,,240,240,240,51,51,51,163,163,163,,48.2,17,22,6.6,6.6,6.6,5.9,59,103,22.05,,16.58,0.2,500,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,19,,0,0
China,Guangzhou,1,0.4213,Observational,37,Subgroup,Patient 9,Positive only,Both,Both,No,ΝΑ,All,,0.17,0.17,,0.17,0.17,0,0,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,1,,,,,,,0,,,1,,,,,,,,100,10.8,10.8,10.8,9.05,9.05,9.05,,,342,342,342,1.23,1.23,1.23,102,102,102,,39.5,172,127,4.9,4.9,4.9,4.6,15,112,1.04,,2.23,0.11,840,13.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,0,0
China,Guangzhou,1,0.264,Observational,37,Subgroup,Patient 10,Positive only,Both,Both,No,ΝΑ,All,,1.75,1.75,,1.75,1.75,0,1,0,0,1,0,0,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,1,,38,,1,,,,,,,1,,,0,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0,,,,0,0
China,Hainan,18,0.4494,Observational,45,Subgroup,Elderly,Positive only,Both,Both,Yes,Both,All,Both,68,,,65.25,69.75,,0.6667,0,0,1,0,0,,,,,,,,,,,,0.4444,,,,,0.2778,0.1667,0.1111,,,0.0556,,0,,0.7778,,,,0.3333,0.1111,,0.3333,,0.1111,,,0.1667,,0.0556,,,,,,,,,5.38,4.33,6.13,,,,,,207,159,287,,,,107.35,92.13,120.35,,33,,,,,,,106.44,,22.74,,,0.04,,,0.6667,0.8333,0.8333,0,0,,0,0,0,,0.2222,,0.9444,0.9444,0.0556,0.2222,0.0556,0.1111,0.3333,,,,,0.2222,,0.1667,0.0556,,,,0.3889,0.2222,,,1,,0.94,,,,0.06,0.06
China,Hainan,38,0.4494,Observational,45,Subgroup,Young,Positive only,Both,Both,Yes,Both,All,Both,47,,,35.75,51.25,,0.5,0,0,1,0,0,,,,,,,,,,,,0.3684,,,,,0.1316,0.0263,0,,,0,,0.0263,,0.7895,,,,0.3947,0.0526,,0.3947,,0.0789,,,0.1842,,0.0526,,,,,,,,,4.48,3.74,5.88,,,,,,215,180,287,,,,125.21,114.23,140.15,,39,,,,,,,88.71,,6.49,,,0.04,,,0.7368,0.8684,0.8684,0,0,,0,0,0,,0.1316,,0.9737,0.9737,0.0526,0.0789,0.0263,0.0789,0.3947,,,,,0.0526,,0.1053,0.0526,,,,0.0789,0.1316,,,1,,0.95,,,,0.05,0.05
China,Hunan,32,0.2753,Observational,59,Top-level,General,Positive only,Both,Both,No,Both,All,,41,,,,,,0.5,0,0,1,0,0,0.875,0.438,0.375,5,,,,,,,,,,24.5,,,0.156,0.125,0.031,,0,0.063,,,0.063,0.531,,,,0.75,0.312,0.188,,0.188,0.156,,0.094,,,0.219,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,
China,Yichang,197,0.5056,Observational,40,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,55.94,55.94,,37.11,74.77,,0.503,0,0,1,0,0,,0.208,0.755,6.14,,,,,,,,,,,,,,0.091,0.244,,0.015,,0.046,0.015,,0.7766,,,,0.452,0.051,,,0.046,0.147,,,,,0.056,,,,,,,,,5.79,2.66,8.92,1.13,0.39,1.87,,,165.35,97.38,233.32,4.18,1.12,7.24,,,,,,38.4,38.84,16.31,2.45,30.17,7.69,106.8,133.67,54.97,,112.69,0.46,2.31,11.18,0.766,0.909,0,0,0.909,,0,0,0,0.381,0.269,,0.766,,0.153,0.081,,,,,,,,0.132,,0.071,0.061,0.041,,,0.081,,,,1,0.29,,,15.08,,0.14,
China,Wuhan,80,0.4382,Observational,26,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,53,,,,,,0.425,0,0,1,0,0,,,,,,,,,,,,0.1,,,,0.35,0.175,0.1375,0.075,,0.0875,0.01,0,0,,0.575,,,,0.6625,,,0.1875,0.15,0.45,,0.1875,0.0875,,0.1,0.1625,,,,,,,,,,,1.11,0.6,1.62,,,,,,,,,127.1,111.78,142.42,,,,,,,,,,,,,,,,,0.9125,,0.0625,0,0.25,,,0.6125,0,0.3625,0.45,0.4875,0.1375,0.4875,0.075,0.025,0,0,0.875,0,,,,0.0875,,,0.0125,,0,,0,,,,1,0.04,0.59,,22,,0,0
