Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
No Recovery,10,0.5225,59,76,50.7516,12.5051,64,80,0.1951,0.4,0,0,1,0,0,0.6,0.3,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1,0.0905,25.2,0.224,1,0.4,0.3,0.3,0.3,0,0.037,0.3,0.2,0.9,0.5,37.9757,38.468,0.2547,0.3,0.3,0.1224,0.2766,0.2247,0.2,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0,0,0.1235,5.5109,6.7,4.9,7.4,0.4,0.3,1.1,311.5119,210.0112,124,111,147,5.4,0.3,1.1,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,7.9,3.5,19.5,6.3544,80,96.7435,99.5,24.443,35.3991,2.0394,1.34,12.7423,0.8,0.8458,0.6,0,0,0.1982,0,0.5,0,0.6,0.2,0.7,0,0.8,0.2,0,0,0.5,0.9,0,0.1,0.4,0.2604,0.4,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.3,0.1314,0.0498,0.0495,1,0.3354,0,6.9554,15.3569,14.9137,1,1
No antiviral medication,17,0.264,77,44.3,44.3,12.5051,43.5597,60.5411,0.1951,0.412,0.0976,0.0198,1,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,5,2,8,0.1019,0.0905,25.4143,0.224,0.353,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.529,37.9757,38.468,0.2547,0.529,0,0,0.2766,0.2247,0.34,0.1423,0,0,0,0.2127,0.1659,0.1242,0.0429,0.0766,0.882,0.118,0,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0,0,0,0,0,0,0,0,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0,0.2327
No hydroxy group,158,0.236,41,69,50.7516,59,75,60.5411,0.1951,0.5503,0.272,0.652,0.877,0.008,0.076,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.133,0.0905,29.6,0.224,0.4903,0.2976,0.696,0.165,0.19,0.17,0.089,0.12,0.0462,0.159,0.386,36.6,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.141,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.89,6.9554,15.3569,14.9137,0.11,0.11
No invasive mechanical ventilation,263,0.3539,24,61.5,50.7516,12.5051,47,75,0.061,0.555,0.384,0.129,0.16,0.008,0.33,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,5,5,2,7,0.053,0.0905,25.4143,0.319,0.4903,0.483,0.24,0.11,0.049,0.049,0.037,0.1027,0.0462,0.159,0.21,37.9757,38.468,0.042,0.776,0.517,0.1224,0.2766,0.289,0.34,0.1423,0.251,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,1,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,135,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.042,0.0966,0.294,0.468,0.053,0.2462,0.4612,0.414,0.6681,0.1923,0,0.0379,0.004,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.015,0.0982,0.1817,0.0798,0.1364,0.1116,0.018,0.0498,0.0495,1,0.3354,0.9,6.9554,15.3569,14.9137,0.08,0.08
No liver injury,50,0.2978,21,56,56,12.5051,45.5,65,0.1951,0.447,0.0976,0.0198,1,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.191,0.106,0.106,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.62,37.9757,38.468,0.2547,0.66,0.511,0.1224,0.234,0.2247,0.34,0.1423,0.085,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,4.8,4.1,6.1,1.3,1,1.7,311.5119,210.0112,184.9906,143.5127,232.3308,3.5,2.7,4.5,119.1249,109.3857,130.8263,23.0078,37.4577,23,25,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,6,23,35.3991,2.0394,0.5,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,0,6.9554,11.4,14.9137,0,0.2327
No meplazumab,11,0.3483,7,64,50.7516,12.5051,43,67,0.1951,0.455,0,0,1,0,0,0.8036,0.364,0.182,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.091,0.0905,25.4143,0.224,0.364,0.273,0,0.182,0,0.0731,0.037,0.1027,0.0462,0.159,1,37.9757,37.7,0.455,0.636,0.636,0.1224,0.182,0.455,0.455,0.1423,0.091,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.364,0.364,0.273,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.909,1,1,0,0,0.1982,0,0,0,0.636,0,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,1,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.36,6.9554,15.3569,14.9137,0.17,0.2327
No ocular symptoms,26,0.2472,6,70,50.7516,12.5051,62,79,0.1951,0.692,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0.731,0.269,0.3012,5.5109,5.73,4.7284,7.7219,0.98,1.3256,2.0002,311.5119,210.0112,184.31,143.5127,232.3308,4.26,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,27.04,31.08,11.2484,7.2282,16.2174,50.94,1.46,106.77,3.61,24.443,35.3991,2.0394,1.35,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Non-AKI,232,0.3596,63,60,50.7516,12.5051,43.5597,60.5411,0.1951,0.53,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,9,5.1176,10.8354,0.1019,0.0905,23.4,0,0.4903,0.28,0.14,0.1,0.04,0.02,0.04,0.08,0.01,0.159,0.79,37.9757,38.468,0.05,0.72,0.47,0.1224,0.2766,0.48,0.48,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.49,0.0429,0,0.61,0.39,0,0,4.9,4.7284,7.7219,0.9,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,129.1,109.3857,130.8263,23.0078,33.8,24,26,8.6,7.2282,16.2174,6.3544,65.2408,99,19.5,24.443,35.3991,0.07,0.5,14.9,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.25,0.3354,0.72,6.9554,18,14.9137,0.22,0.06
Non-ARDS,86.5,0.42975,36.5,48.5,50.7516,12.5051,38.5,56.5,0.1951,0.5675,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,5.3016,5.49985,3.5588,8.4177,0.1019,0.0905,25.4143,0.224,0.4903,0.2115,0.0345,0.0862,0.0529,0.0731,0.037,0.05135,0.0411,0.159,0.8985,38.28785,38.468,0.2547,0.7325,0.2963,0.1224,0.2766,0.27485,0.3945,0.1423,0.1282,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0383,0.5191,0.2956,0.3012,2.75545,6.61,4.435,8.7,0.835,0.645,1.195,276.25595,183.7556,185.9953,134.00635,242.4154,5.12,4.5855,7.0149,119.1249,109.3857,130.8263,23.0078,33.92885,29,33.5,10.6,8.15,14.375,4.65,69.3,98.37175,51.5,24.443,21.39455,1.0697,185.58,12.22115,0.956,0.944,0.4585,0.0147,0.1606,0.1982,0.0483,0.147,0.05385,0.16935,0.2462,0.5766,0.225,0.6681,0.09615,0,0.01895,0.04415,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.1677,0.955,6.9554,15.17845,14.9137,0.045,0.045
Non-CCRT group,14,0.4157,19,72.6,72.6,9.1,43.5597,60.5411,0.1951,0.786,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.429,0.286,0.429,0.214,0,0.037,0.143,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,1,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,1,0,13.4,9,17.8,0.6,0.3,0.9,311.5119,210.0112,156,110.3,221.5,12.2,8,16.4,115.5,105,131,23.0078,37.4577,30.5,29.5,11.2484,7.2282,16.2174,10.3,72,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.93,0.8458,0.143,0,0,0.1982,0.143,0.786,0.071,0.857,0.857,0.4612,0.414,0.6681,0,1,0.0379,0,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.143,0.0982,0.1817,0.0798,0.1364,0.214,0.1314,0.0498,0.0495,1,1,0.5124,6.9554,15.3569,14.9137,0.79,0.2327
Non-Discharged,12,0.4157,19,49.4,49.4,11.7,43.5597,60.5411,0.1951,0.417,0,0,1,0,0,0.5,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.083,0.167,25.3,0.224,0.083,0.083,0,0,0,0,0.037,0.1027,0,0.083,0.667,37.9757,38.468,0.2547,0.833,0.2963,0.1224,0.25,0.167,0.417,0.1423,0.167,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,6.1,3.2,9,0.9,0.5,1.3,311.5119,210.0112,202,109.5,294.5,4.9,1.7,8.1,138.5,124.1,152.9,23.0078,37.4577,29.0444,34.4498,19.3,4.5,34.1,6.3544,64.1,122.7,33.4,24.443,35.3991,0.07,250.9,11.9,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0,6.9554,15.3569,14.9137,0,0.2327
Non-ICU,32,0.5927,25,57.5,58.3758,12.5051,49,67.75,0.11155,0.6455,0,0,1,0,0,0.3895,0.3895,0.3689,6.6372,5.9596,4.2384,8.2039,7.3016,7.5,4.25,9.25,0.10595,0.0905,25.4143,0.224,0.506,0.3615,0.236,0.18,0.0415,0.0755,0.02,0.13485,0.0511,0.02,0.98,37.9757,38.468,0.19735,0.6465,0.5045,0.1027,0.226,0.3615,0.598,0.1423,0.1035,0.1079,0.39755,0.2127,0.1659,0.1242,0.0429,0.0383,0.25955,0.1478,0.1506,1,6.15,3.35,8.7,0.9,0.6,1,311.5119,210.0112,145.5,125,232.5,4.5,4.6855,8.8649,124.81245,114.69285,135.41315,23.0078,36.07885,31,43,11.15,9.5,15.45,6.1272,76.65,117.5,39.318,24.443,35.3991,13.55,207.25,11.95,0.87155,0.937,0,0,0.937,0.1982,0,0,0,0.416,0.1231,0.52055,0.242,0.6681,0.245,0.235,0.0555,0.0278,0.6237,0.1518,0.1073,0.3255,0.2604,0.3255,0.1082,0.0678,0.2021,0.1817,0.0798,0.1792,0.0415,0.0657,0.0498,0.0495,1,0.5,0.5,8.4777,15.3569,14.9137,0.105,0.225
Non-aggravation,12,0.3034,16,41.5,41.5,14.31,27.19,55.81,0.1951,0.5,0.0976,0.0198,1,0.008,0.0077,1,0.5075,1,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.25,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.667,37.9757,38.468,0.2547,0.333,0.167,0.1224,0.2766,0.2247,0.083,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,5.65,3.57,7.73,1.22,0.78,1.67,698.2,364,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,44.91,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,1.8,24.443,35.3991,2.0394,0.29,12.7423,0.7431,1,1,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0,0.2604,0,0.1082,0.0956,0,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,0.5124,6.9554,15.3569,14.9137,0,0.2327
Non-critical,141,0.2303,29,41,50.7516,12.5051,33,56,0.1951,0.45,0,0,1,0,0,0.8036,0.714,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.18,0.078,0.043,0,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0.2956,0,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.38,6.9554,15.3569,14.9137,0,0
Non-hospitalized,1073,0.2753,28.5,38.965,43.8408,12.03755,37.27985,57.27055,0.1951,0.314,0.211,0.0865,0.5395,0.004,0.163,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.13595,0.0905,25.4143,0.1845,0.39465,0.2063,0.107,0.0837,0.0599,0.04655,0.037,0.1027,0.0281,0.132,0.61205,37.63785,38.468,0.2547,0.4557,0.16015,0.0967,0.2766,0.17185,0.2295,0.1423,0.1222,0.1048,0.08805,0.11835,0.1659,0.1242,0.0429,0.0766,0.5191,0.1478,0.1506,0.5,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.4229,0.22925,0.0147,0.0803,0.1982,0.0483,0.147,0.05385,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.1369,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0,0,0,6.9554,7.67845,14.9137,0,0.11635
Non-severe,147.6923077,0.414007692,34.92307692,44.45153846,46.37535385,12.92968462,34.26452308,62.13572308,0.159153846,0.442684615,0,0,1,0,0,0.790646154,0.447269231,0.354315385,6.539169231,5.815076923,4.033384615,8.060692308,5.9176,6.345992308,4.610830769,11.28332308,0.084784615,0.092692308,25.4143,0.224,0.445546154,0.166169231,0.080076923,0.058553846,0.049876923,0.068176923,0.032076923,0.063453846,0.029630769,0.146307692,0.7613,39.75449231,38.45507692,0.2547,0.631123077,0.207138462,0.118384615,0.272438462,0.187453846,0.425915385,0.147330769,0.145984615,0.089307692,0.157753846,0.205761538,0.146007692,0.114646154,0.0429,0.047138462,0.584269231,0.136430769,0.139015385,3.352023077,5.023384615,4.220923077,6.675346154,1.296115385,1.069846154,1.766230769,311.5119,210.0112,186.3425385,145.5068385,229.9088923,5.122192308,5.383769231,8.252938462,109.1876462,107.7326308,130.1782923,23.0078,37.73018462,26.30553846,28.58838462,10.48735385,6.843230769,15.18876923,5.606123077,64.27126154,83.18496154,20.444,24.443,30.22231538,1.276553846,44.51735385,12.73904615,0.689753846,0.822938462,0.436,0.020353846,0.243761538,0.1982,0.074307692,0.332392308,0.067892308,0.289330769,0.167269231,0.391223077,0.285692308,0.572238462,0.133107692,0.148430769,0.026238462,0.081153846,0.659715385,0.198169231,0.1073,0.341246154,0.230261538,0.165307692,0.100492308,0.088246154,0.062507692,0.198976923,0.073661538,0.116415385,0.072753846,0.114492308,0.0498,0.0495,1,0.233738462,0.687661538,6.9554,15.75809231,14.9137,0.039230769,0.091038462
Non-severe (Test),89,0.3034,58,47,47,12.5051,31.71,62.29,0.1951,0.4045,0,0,1,0,0,0.8036,0.5075,0.3689,8.24,5.9596,3.45,13.03,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2584,0.1461,0.0337,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0,0.3012,5.5109,5.2,3.99,6.3,1.22,0.91,1.51,311.5119,210.0112,184.9906,143.5127,232.3308,3.4,2.36,4.41,119.1249,109.3857,130.8263,23.0078,40.07,17.3,19,11.2484,7.2282,16.2174,3.92,64.8,96.7435,7.4,24.443,35.3991,2.0394,0.56,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Non-severe (Train),171,0.3034,58,49.05,49.05,12.5051,32.44,65.66,0.1951,0.386,0,0,1,0,0,0.8036,0.5075,0.3689,7.61,5.9596,2.89,12.33,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2329,0.17,0.0409,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0,0.3012,5.5109,5.13,3.78,6.42,1.12,0.89,1.54,311.5119,210.0112,184.9906,143.5127,232.3308,3.25,2.32,4.55,119.1249,109.3857,130.8263,23.0078,39.74,19.6,20,11.2484,7.2282,16.2174,3.78,59.3,96.7435,8.5,24.443,35.3991,2.0394,0.45,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
"Non-severe (asymptomatic, mild)",76,0.1742,15,66.5,50.7516,12.5051,44.75,74,0.1951,0.5503,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.145,0.0905,25.4143,0.224,0.447,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0,0,0,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.9475,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
